tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,clean_text
"RT @mention I'll never forget this March 2011 weekend: Japan earthquake, iPad 2 and my first South by Southwest #SxSW. Memolane that y'all!",iPad,Positive emotion,"i'll never forget this march 2011 weekend: japan earthquake, ipad 2 and my first south by southwest #sxsw. memolane that y'all!"
"Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller",Other Google product or service,No emotion toward brand or product,"diller on google tv: &quot;the first product wasn't good. it wasn't a consumer product, basically.&quot; #sxsw #diller"
@mention  - False Alarm: Google Circles Not Coming Now���and Probably Not Ever? - {link} #Google #Circles #Social #SXSW,Google,Negative emotion,- false alarm: google circles not coming now���and probably not ever? - #google #circles #social #sxsw
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",Google,Positive emotion,"per this rumor, google may preview its big social strategy at an '80s-themed costume party at #sxsw. yep."
Kara Swisher: Apple is the most stylish fascist company in America #sxsw,Apple,Negative emotion,kara swisher: apple is the most stylish fascist company in america #sxsw
Google to Launch Major New Social Network Called Circles  {link} #sxsw (via @mention,Google,Positive emotion,google to launch major new social network called circles #sxsw (via
"At Mistakes I Made Building Netflix for the iPhone at SXSW.
{link} #SXSW #netflixiphone",,No emotion toward brand or product,at mistakes i made building netflix for the iphone at sxsw. #sxsw #netflixiphone
Will Google preview a major new social service called Google Circles today at #SXSW {link},,No emotion toward brand or product,will google preview a major new social service called google circles today at #sxsw
Just don't move here! @mention RT Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,,No emotion toward brand or product,just don't move here! rt last day to get the #lp austin iphone app for free #travel #sxsw
Apple to Test Pop-Up iPad Shop at SXSW {link} via @mention #SXSW,,No emotion toward brand or product,apple to test pop-up ipad shop at sxsw via #sxsw
"If you need access to ATX Hackerspace during #sxsw, hit up our Google group: {link}",,No emotion toward brand or product,"if you need access to atx hackerspace during #sxsw, hit up our google group:"
Rumor of Google launching their new social network called #Circles today at #sxswi #sxsw {link},,No emotion toward brand or product,rumor of google launching their new social network called #circles today at #sxswi #sxsw
U gotta fight for yr right to party &amp; to privacy ACLU/google #sxsw #partylikeits1986,,No emotion toward brand or product,u gotta fight for yr right to party &amp; to privacy aclu/google #sxsw #partylikeits1986
"RT @mention We will connect to it too! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,"we will connect to it too! rt google to launch major new social network called circles, possibly today #sxsw"
Well @mention @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,well apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch
How to improve website rankings: Advice from Google and Bing at #SXSW | Poynter. {link},,No emotion toward brand or product,how to improve website rankings: advice from google and bing at #sxsw | poynter.
RT @mention I have yet to walk into a conference room where it doesn't look like an Apple ad. You'd think there was nothing else. #SXSW,Apple,Negative emotion,i have yet to walk into a conference room where it doesn't look like an apple ad. you'd think there was nothing else. #sxsw
The complete iOS dominance at #SXSW compels Apple to open a frickin' temporary Apple Store in downtown Austin this week.,Apple,Positive emotion,the complete ios dominance at #sxsw compels apple to open a frickin' temporary apple store in downtown austin this week.
lonely planet austin guide on the iphone free download for a limited period {link} #sxsw,,No emotion toward brand or product,lonely planet austin guide on the iphone free download for a limited period #sxsw
Don't know 1 user RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,Other Google product or service,Negative emotion,don't know 1 user rt who uses google tv in this room? nobody raises a hand in a packed room at the #socialviewing session at #sxsw
RT @mention not a rumor: Apple opening up a temp store in Austin for #SXSW/iPad 2 launch {link} (Well THIS just got interesting),,No emotion toward brand or product,not a rumor: apple opening up a temp store in austin for #sxsw/ipad 2 launch (well this just got interesting)
@mention I'm glad I don't have an iPad 2 ... I think. #sxsw,iPad,Negative emotion,i'm glad i don't have an ipad 2 ... i think. #sxsw
#sxsw #ipad2 Ipad 2 well is dry at the pop up store...,,No emotion toward brand or product,#sxsw #ipad2 ipad 2 well is dry at the pop up store...
5 Essential Business #Collaboration Apps for #iPad {link} #BPM #SXSW #SXSWi,,No emotion toward brand or product,5 essential business #collaboration apps for #ipad #bpm #sxsw #sxswi
"Hey, you lucky dogs at #SXSW with iPads -- check out the Holler Gram app: {link}",iPad,Positive emotion,"hey, you lucky dogs at #sxsw with ipads -- check out the holler gram app:"
"Time for my late night iPad2 purchase! #SXSW (@mention Apple Store, SXSW w/ 75 others) {link}",iPad,Positive emotion,"time for my late night ipad2 purchase! #sxsw ( apple store, sxsw w/ 75 others)"
"@mention tell @mention to give out gummy worms, ya know, early bird gets the worm! Or free iPad 2s.. that'll work. #sxsw",,No emotion toward brand or product,"tell to give out gummy worms, ya know, early bird gets the worm! or free ipad 2s.. that'll work. #sxsw"
"@mention @mention send over early app access for iOS or Android, be glad to be on the QA team to help out #sxsw",,No emotion toward brand or product,"send over early app access for ios or android, be glad to be on the qa team to help out #sxsw"
#SXSW FREE App Festival Explorer helps you find the bands you want to see based on your music tastes {link},,No emotion toward brand or product,#sxsw free app festival explorer helps you find the bands you want to see based on your music tastes
@mention Congratulations on winning the Android award! :) #sxsw,Android,Positive emotion,congratulations on winning the android award! :) #sxsw
Neck &amp; shoulders are *killing* me thanks to the 8 hours a day I spend heads-down w/my iPhone at #SXSW. Where 2 get it fixed in Austin?,,No emotion toward brand or product,neck &amp; shoulders are *killing* me thanks to the 8 hours a day i spend heads-down w/my iphone at #sxsw. where 2 get it fixed in austin?
Lifters at {link} Google's League of Extraordinary H4ckers @mention #sxsw,,No emotion toward brand or product,lifters at google's league of extraordinary h4ckers #sxsw
"RT @mention RT @mention :) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,"rt :) rt &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky, #911tweets panel at #sxsw."
Reminder: Charles Chen will be talking about Android and ChromeOS access today @mention 1PM @mention the Google booth in Exhibit Hall 3. #sxsw,,No emotion toward brand or product,reminder: charles chen will be talking about android and chromeos access today 1pm the google booth in exhibit hall 3. #sxsw
RT @mention #sxsw #LBSeverywhere Finkelstein &quot;~206k location aware apps (iOS &amp; Android)&quot;,,No emotion toward brand or product,#sxsw #lbseverywhere finkelstein &quot;~206k location aware apps (ios &amp; android)&quot;
Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,Other Google product or service,Positive emotion,google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #sxsw
Summary of my Twitter stream right now: Japan OMG! / #Android / #SXSW / Engadget :-( / effing Republicans! / iPad2 / alcohol,,No emotion toward brand or product,summary of my twitter stream right now: japan omg! / #android / #sxsw / engadget :-( / effing republicans! / ipad2 / alcohol
So @mention vs @mention vs @mention at #SXSW. Things are heating up! &quot;Google offers check-in rewards &amp; titles&quot; {link} - #lbs,Google,Positive emotion,so vs vs at #sxsw. things are heating up! &quot;google offers check-in rewards &amp; titles&quot; - #lbs
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #circles #sxsw",,No emotion toward brand or product,"google to launch major new social network called circles, possibly today #circles #sxsw"
#sxsw I knew this would happen when the iPad 2 launched. Actually really funny when IRL... {link},,No emotion toward brand or product,#sxsw i knew this would happen when the ipad 2 launched. actually really funny when irl...
If you aren't at google you just missed the dance party of a lifetime #SXSW,Google,Positive emotion,if you aren't at google you just missed the dance party of a lifetime #sxsw
Heading to Austin? check out EVR's #sxsw preview show: {link} Also available under 'shows' via #evrmobile for iPhone &amp; Android,,No emotion toward brand or product,heading to austin? check out evr's #sxsw preview show: also available under 'shows' via #evrmobile for iphone &amp; android
Walking into Google party. #SXSW,,No emotion toward brand or product,walking into google party. #sxsw
Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,,No emotion toward brand or product,why has latin america not produced the next or ? #latism #latam #sxsw
"Oh, #Apple... you are ridiculous: Before It Even Begins, Apple Wins��#SXSW {link} via @mention",Apple,Positive emotion,"oh, #apple... you are ridiculous: before it even begins, apple wins��#sxsw via"
@mention from Google has stood for 30 miins answering questions directly including two passes at her lol. #sxsw,,No emotion toward brand or product,from google has stood for 30 miins answering questions directly including two passes at her lol. #sxsw
"Apple cited as the opposite of crowdsourcing - proprietary, Steve Jobs tells you what you want #csuitecsourcing #sxsw",Apple,Negative emotion,"apple cited as the opposite of crowdsourcing - proprietary, steve jobs tells you what you want #csuitecsourcing #sxsw"
